Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Can be ignored
1513890000000,66.21900000,66.85700000,66.21700000,66.84700000,668.56100000,1513891799999,44485.41394600,87,337.01400000,22414.51810900,0
1513891800000,66.83800000,68.51500000,66.70000000,68.51500000,1413.49400000,1513893599999,95642.78733500,164,650.07100000,43924.59735300,0
1513893600000,68.79000000,70.88800000,68.24300000,70.88800000,1952.09900000,1513895399999,135978.50119400,237,1578.02700000,110020.85810100,0
1513895400000,70.88800000,71.00700000,68.95700000,69.39600000,1427.42400000,1513897199999,99802.30727900,142,830.04100000,58074.83041800,0
1513897200000,69.72000000,71.00000000,69.72000000,70.30900000,1454.51500000,1513898999999,102173.67150200,169,642.95000000,45184.77723500,0
1513899000000,70.30900000,70.75000000,69.37600000,70.75000000,918.59700000,1513900799999,64427.63018100,129,389.21400000,27366.72117300,0
1513900800000,70.50600000,71.68500000,68.56600000,68.56600000,2594.89700000,1513902599999,183314.13122700,322,708.19800000,50111.83761200,0
1513902600000,68.56300000,68.99500000,66.22000000,66.22000000,1773.64400000,1513904399999,120383.04626300,179,808.80400000,55437.18198800,0
1513904400000,66.21800000,67.26100000,64.70100000,65.58600000,2648.16900000,1513906199999,174372.88217000,256,760.70000000,50264.10520000,0
1513906200000,65.77700000,65.98700000,61.10100000,63.89900000,5636.31600000,1513907999999,356574.12590200,485,852.27400000,53802.29252700,0
1513908000000,63.60000000,65.41300000,61.76500000,63.99900000,3207.22900000,1513909799999,203288.71212100,323,970.87800000,61675.05388000,0
1513909800000,64.22400000,64.45900000,59.80000000,60.18000000,7067.82700000,1513911599999,434971.34953200,546,1452.80200000,90199.41147100,0
1513911600000,60.89500000,62.00000000,54.11000000,57.00000000,16129.51700000,1513913399999,921888.34707300,997,3876.61000000,222702.61139300,0
1513913400000,57.02400000,59.18500000,55.00000000,58.00000000,8487.00300000,1513915199999,483404.69540700,614,3562.98300000,203030.94021800,0
1513915200000,58.00000000,63.00000000,57.50000000,62.12200000,9527.83000000,1513916999999,578050.41468300,589,5170.58200000,315038.73712800,0
1513917000000,62.02000000,62.85100000,59.90000000,61.90000000,7372.95800000,1513918799999,451528.68014900,490,2722.10200000,166508.46604300,0
1513918800000,61.90200000,62.66300000,60.69500000,61.18300000,1764.32500000,1513920599999,108660.84081500,201,497.65800000,30758.91948100,0
1513920600000,60.78300000,60.78300000,58.30000000,58.78400000,2810.82700000,1513922399999,167307.39711200,260,1272.51200000,75923.53455200,0
1513922400000,59.08000000,61.42300000,58.50000000,59.02300000,2872.26500000,1513924199999,171944.78617300,206,1731.04400000,103783.22980700,0
1513924200000,59.02400000,59.10000000,56.00000000,56.00800000,3904.21900000,1513925999999,224889.64008000,283,2153.32700000,124202.28588600,0
1513926000000,56.00800000,56.00800000,49.33300000,50.10100000,17475.56900000,1513927799999,906158.68364700,964,5759.86900000,298040.47162300,0
1513927800000,50.10200000,53.00000000,48.00000000,51.19200000,12982.44400000,1513929599999,653328.46652900,880,4645.07500000,235249.02737500,0
1513929600000,51.10000000,53.09000000,49.56100000,53.08800000,7134.82900000,1513931399999,362094.11828100,451,2987.22100000,153096.80923100,0
1513931400000,52.98800000,55.00000000,52.64500000,54.40300000,7840.36500000,1513933199999,423303.84273300,538,3868.37000000,208485.84899700,0
1513933200000,54.20800000,59.00100000,54.02000000,58.90000000,9971.67400000,1513934999999,566193.86182400,668,3237.65600000,183961.75575600,0
1513935000000,58.90000000,59.82800000,55.61700000,56.77200000,9933.48600000,1513936799999,576603.58862700,509,3995.70600000,231071.62997100,0
1513936800000,56.78300000,58.88700000,56.22200000,58.08200000,6520.38800000,1513938599999,375602.22442000,413,4061.69900000,234500.10867600,0
1513938600000,58.08200000,58.89900000,55.70000000,56.76600000,7094.12800000,1513940399999,410062.80133200,498,4691.15600000,271834.26302900,0
1513940400000,56.70900000,56.70900000,54.46700000,55.50000000,5037.72100000,1513942199999,279438.35118800,365,2632.18900000,146240.30018800,0
1513942200000,55.29800000,56.21500000,53.16900000,54.88700000,7150.73600000,1513943999999,386831.06632500,383,4441.13800000,238798.61235700,0
1513944000000,55.00000000,56.59000000,54.19100000,54.99900000,2865.99900000,1513945799999,157875.08953000,246,1817.75200000,100219.00556200,0
1513945800000,54.99900000,56.00700000,53.66100000,54.41000000,2556.77700000,1513947599999,140949.20643100,276,1348.65700000,74532.52335800,0
1513947600000,54.41900000,55.00000000,48.63400000,51.86500000,10942.95600000,1513949399999,556972.75482600,678,4665.23500000,238771.96706200,0
1513949400000,49.00000000,62.20000000,48.80000000,48.80000000,14368.54100000,1513951199999,742579.80305000,803,6625.93700000,352503.26725900,0
1513951200000,48.80000000,50.64700000,42.00000000,49.05100000,31954.88100000,1513952999999,1484637.10981900,1166,13724.23100000,642814.86255300,0
1513953000000,49.05100000,50.00000000,43.03200000,47.00000000,14753.73300000,1513954799999,690804.72095600,805,6000.71300000,279735.73484800,0
1513954800000,46.50000000,51.99900000,44.50000000,51.77400000,12181.30100000,1513956599999,591431.47985800,757,6178.19500000,298547.45164700,0
1513956600000,51.83300000,54.50000000,50.50000000,52.27300000,10371.12700000,1513958399999,547494.64538200,695,5232.99400000,276066.81050100,0
1513958400000,52.70600000,52.71700000,45.90000000,48.45800000,12506.36500000,1513960199999,621861.93933700,753,5469.04100000,273513.69826200,0
1513960200000,48.45800000,52.50000000,48.44400000,51.29000000,6948.51100000,1513961999999,352671.76737400,394,2679.95700000,135133.21068100,0
1513962000000,51.29000000,53.69700000,50.33000000,53.20100000,4149.46100000,1513963799999,216652.47357600,278,2098.99300000,109555.76962400,0
1513963800000,53.20100000,53.99000000,51.58100000,53.98000000,4696.89500000,1513965599999,247308.00317900,350,1745.79100000,91908.81555800,0
1513965600000,53.95000000,53.95000000,51.20500000,53.00000000,4034.94700000,1513967399999,212241.92799300,284,1667.50000000,88105.97247400,0
1513967400000,53.00000000,56.35800000,53.00000000,55.73200000,7680.27800000,1513969199999,418404.70866000,476,3741.83700000,204584.89525000,0
1513969200000,56.20100000,56.99900000,54.00000000,54.82700000,6427.21600000,1513970999999,355707.30576800,429,2851.16900000,158355.10203300,0
1513971000000,54.82700000,55.35100000,52.69500000,55.35100000,3550.88600000,1513972799999,192085.98196100,249,1241.36800000,67159.17504900,0
1513972800000,55.27700000,58.00000000,54.66100000,56.90000000,4319.32000000,1513974599999,245134.75821500,220,2170.14500000,123076.43264000,0
1513974600000,57.06000000,60.00000000,57.06000000,59.99800000,5336.88400000,1513976399999,315743.54888100,325,3868.31300000,229657.35391100,0
