Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Can be ignored
1508394600000,5606.99000000,5611.98000000,5510.00000000,5510.02000000,31.67296800,1508396399999,176278.85311444,161,9.42204500,52638.52805134,13178.37714333
1508396400000,5510.02000000,5587.98000000,5490.26000000,5569.97000000,23.43898900,1508398199999,129867.12223086,183,14.32940200,79577.25498212,13187.18977520
1508398200000,5569.96000000,5587.93000000,5538.02000000,5577.98000000,31.17351700,1508399999999,173689.26345011,164,20.20153200,112667.84837020,13177.17638603
1508400000000,5577.99000000,5625.00000000,5555.00000000,5613.00000000,24.67783500,1508401799999,137809.81817054,119,7.02873100,39309.29265292,13189.20268473
1508401800000,5613.02000000,5628.00000000,5572.24000000,5600.00000000,48.63366900,1508403599999,272390.23154494,249,15.74418000,88307.83191402,13188.63448802
1508403600000,5599.99000000,5635.00000000,5576.01000000,5625.02000000,52.41341100,1508405399999,294411.64731830,262,21.26462900,119642.82545824,13202.27514916
1508405400000,5625.01000000,5690.00000000,5620.01000000,5684.83000000,38.19454900,1508407199999,215494.88108258,311,22.14805400,125062.10601124,13210.94577867
1508407200000,5667.02000000,5684.83000000,5640.00000000,5668.98000000,25.57026900,1508408999999,144838.98483303,315,17.50255600,99193.91611435,13208.38811639
1508409000000,5668.98000000,5697.99000000,5651.09000000,5689.99000000,49.02218300,1508410799999,278549.15231275,332,29.22478200,166123.64618399,13227.88552641
1508410800000,5689.99000000,5706.08000000,5672.01000000,5694.99000000,37.00970600,1508412599999,210650.63801370,346,25.84094500,147175.73490709,13248.03932450
